Sample_number,Site_code,LU,Passage,Round,Day,Month,Year,Time,DayNb,DayNight,Season,Trap,Msq_genus,Msq_group,Msq_species,Msq_species_complete,Msq_ID,Sex,Fed,Comment ,Screen,Screen_bool,Pos_bool,PCR_species,Molecular_marker,Msq_species_molecular,UK_abdomen,DukeU_abdomen,Random selection ITS2 if Duke yes no need to re-do,PCR cytb Pos,PCR cytb seq
BC0001,FOL01,forest,low,1,17,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0002,FOL01,forest,low,1,17,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Annularis,philippinensis,An. philippinensis,philippinensis,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0003,FOL01,forest,low,1,17,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0004,FOL01,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0005,FOL01,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0006,FOL01,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0007,FOL01,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0008,FOL01,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0009,FOL01,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0010,FOL01,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0011,FOL01,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0012,FOL01,forest,low,1,17,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,ITS2,An. dirus,,Yes,No,,
BC0013,FOL01,forest,low,1,17,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0014,FOL01,forest,low,1,17,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0015,FOL01,forest,low,1,17,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Pos,1,0,Neg,,,,No,No,dif,Bad sequence
BC0016,FOL01,forest,low,1,17,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0017,FOL01,forest,low,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0018,FOL01,forest,low,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0019,FOL01,forest,low,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0020,FOL01,forest,low,1,18,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0021,FOL01,forest,low,1,18,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0022,FOL01,forest,low,1,18,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Annularis,philippinensis,An. philippinensis,philippinensis,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0023,FOL01,forest,low,1,18,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0024,FOL01,forest,low,1,18,10,2019,2,Day1,Night,Rainy,HDN,Anopheles,Annularis,nivipes,An. nivipes,nivipes,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0025,FOL01,forest,low,1,18,10,2019,3,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,ITS2,An. dirus,,Yes,No,,
BC0026,FOL01,forest,low,1,18,10,2019,20,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0027,FOL01,forest,low,1,18,10,2019,20,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0028,FOL01,forest,low,1,18,10,2019,20,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0029,FOL01,forest,low,1,18,10,2019,21,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0030,FOL01,forest,low,1,18,10,2019,21,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0031,FOL01,forest,low,1,18,10,2019,22,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0032,FOL01,forest,low,1,18,10,2019,23,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0033,FOL01,forest,low,1,18,10,2019,23,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0034,FOL01,forest,low,1,19,10,2019,1,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0035,FOL01,forest,low,1,19,10,2019,3,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0036,FOL01,forest,low,1,19,10,2019,10,Day2,Day,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,ITS2,An. dirus,,Yes,No,,
BC0037,FOL01,forest,low,1,19,10,2019,20,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0038,FOL01,forest,low,1,19,10,2019,21,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0039,FOL01,forest,low,1,19,10,2019,21,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0040,FOL01,forest,low,1,19,10,2019,21,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0041,FOL01,forest,low,1,19,10,2019,21,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0042,FOL01,forest,low,1,19,10,2019,21,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,ITS2,An. dirus,,Yes,No,,
BC0043,FOL01,forest,low,1,19,10,2019,21,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0044,FOL01,forest,low,1,19,10,2019,21,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0045,FOL01,forest,low,1,19,10,2019,22,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0046,FOL01,forest,low,1,20,10,2019,24,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0047,FOL01,forest,low,1,20,10,2019,1,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC0048,FOL01,forest,low,1,20,10,2019,2,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0049,FOL01,forest,low,1,20,10,2019,3,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,ITS2,An. dirus,,Yes,No,,
BC0050,FOL01,forest,low,1,20,10,2019,4,Day3,Night,Rainy,HDN,Anopheles,Annularis,philippinensis,An. philippinensis,philippinensis,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0051,FOL01,forest,low,1,20,10,2019,5,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0052,FOL02,forest,low,1,17,10,2019,18,Day1,Day,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0053,FOL02,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0054,FOL02,forest,low,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0055,FOL02,forest,low,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0056,FOL02,forest,low,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,Yes,,
BC0057,FOL02,forest,low,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0058,FOL02,forest,low,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0059,FOL02,forest,low,1,18,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0060,FOL02,forest,low,1,18,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0061,FOL02,forest,low,1,18,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0062,FOL02,forest,low,1,18,10,2019,4,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0063,FOL02,forest,low,1,18,10,2019,4,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0064,FOL02,forest,low,1,18,10,2019,21,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0065,FOL02,forest,low,1,19,10,2019,18,Day3,Day,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0066,FOL02,forest,low,1,19,10,2019,18,Day3,Day,Rainy,HDN,Anopheles,Kochi,kochi,An. kochi,kochi,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0067,FOL02,forest,low,1,19,10,2019,18,Day3,Day,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0068,FOL02,forest,low,1,20,10,2019,2,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0069,FOL03,forest,low,1,14,10,2019,19,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0070,FOL03,forest,low,1,14,10,2019,19,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0071,FOL03,forest,low,1,14,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0072,FOL03,forest,low,1,14,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0073,FOL03,forest,low,1,14,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0074,FOL03,forest,low,1,14,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0075,FOL03,forest,low,1,14,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0076,FOL03,forest,low,1,14,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0077,FOL03,forest,low,1,14,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0078,FOL03,forest,low,1,15,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0079,FOL03,forest,low,1,15,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0080,FOL03,forest,low,1,15,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0081,FOL03,forest,low,1,15,10,2019,6,Day1,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0082,FOL03,forest,low,1,15,10,2019,19,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0083,FOL03,forest,low,1,16,10,2019,4,Day2,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0084,FOL03,forest,low,1,16,10,2019,4,Day2,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0085,FOL03,forest,low,1,16,10,2019,9,Day2,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0086,FOL03,forest,low,1,16,10,2019,14,Day2,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0087,FOL03,forest,low,1,16,10,2019,23,Day3,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0088,FOL03,forest,low,1,17,10,2019,1,Day3,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0089,FOL03,forest,low,1,17,10,2019,2,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,Yes,none,Neg,0,0,NA,,,,No,Yes,,
BC0090,FOL04,forest,low,1,14,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0091,FOL04,forest,low,1,14,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0092,FOL04,forest,low,1,14,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0093,FOL04,forest,low,1,15,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0094,FOL04,forest,low,1,15,10,2019,3,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0095,FOL04,forest,low,1,15,10,2019,3,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0096,FOL04,forest,low,1,15,10,2019,3,Day1,Night,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0097,FOL04,forest,low,1,15,10,2019,10,Day1,Day,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0098,FOL04,forest,low,1,15,10,2019,12,Day1,Day,Rainy,HDN,Anopheles,Tessellatus,tessellatus,An. tessellatus,tessellatus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0099,FOL04,forest,low,1,15,10,2019,19,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Pos,1,1,Pv,ITS2,An. dirus,,No,No,yes,P. cynomolgi
BC0100,FOL04,forest,low,1,15,10,2019,21,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0101,FOL04,forest,low,1,16,10,2019,23,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0102,FOL04,forest,low,1,17,10,2019,24,Day3,Night,Rainy,HDN,Anopheles,Barbirostris,barbirostris,An. barbirostris,barbirostris,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC0103,FOL04,forest,low,1,17,10,2019,24,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC0104,FOL04,forest,low,1,17,10,2019,1,Day3,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0105,FOH01,forest,high,1,17,10,2019,19,Day1,Night,Rainy,HDN,Anopheles,Annularis,nivipes,An. nivipes,nivipes,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0106,FOH01,forest,high,1,17,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0107,FOH01,forest,high,1,17,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0108,FOH01,forest,high,1,17,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0109,FOH01,forest,high,1,17,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0110,FOH01,forest,high,1,17,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0111,FOH01,forest,high,1,17,10,2019,20,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0112,FOH01,forest,high,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC0113,FOH01,forest,high,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0114,FOH01,forest,high,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0115,FOH01,forest,high,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Pos,1,0,Neg,,,,No,No,dif,
BC0116,FOH01,forest,high,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0117,FOH01,forest,high,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0118,FOH01,forest,high,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0119,FOH01,forest,high,1,17,10,2019,21,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0120,FOH01,forest,high,1,17,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0121,FOH01,forest,high,1,17,10,2019,22,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,Yes,none,Pos,1,1,Pv,ITS2,An. dirus,,No,No,yes,P. vivax
BC0122,FOH01,forest,high,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,Yes,none,Pos,1,0,Neg,,,,No,No,dif,
BC0123,FOH01,forest,high,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,baimaii,An. baimaii,baimaii,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0124,FOH01,forest,high,1,17,10,2019,23,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0125,FOH01,forest,high,1,18,10,2019,24,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,missing abdomen,Neg,0,0,NA,,,,No,Yes,,
BC0126,FOH01,forest,high,1,18,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0127,FOH01,forest,high,1,18,10,2019,1,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0128,FOH01,forest,high,1,18,10,2019,3,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0129,FOH01,forest,high,1,18,10,2019,3,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0130,FOH01,forest,high,1,18,10,2019,4,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0131,FOH01,forest,high,1,18,10,2019,4,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,Yes,none,Pos,1,1,Pv,ITS2,An. dirus,,No,No,dif,
BC0132,FOH01,forest,high,1,18,10,2019,4,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0133,FOH01,forest,high,1,18,10,2019,5,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0134,FOH01,forest,high,1,18,10,2019,6,Day1,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0135,FOH01,forest,high,1,18,10,2019,20,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0136,FOH01,forest,high,1,18,10,2019,21,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0137,FOH01,forest,high,1,18,10,2019,21,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC0138,FOH01,forest,high,1,18,10,2019,21,Day2,Night,Rainy,HDN,Anopheles,Leucosphyrus,dirus,An. dirus,dirus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
